game,console,Publisher,Release Year,Release Month,Release Day,Total Shipped,NA Sales,PAL Sales,Japan Sales,Other Sales,NS,PS4,XBOX ONE,PC,Genre(s),VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction
Enter the Gungeon,NS,Devolver Digital,2017,12,14,1000000,N/A,N/A,N/A,N/A,1,1,1,1,"Action, General, Shooter",84,87,80,N/A,95,N/A,90,N/A,N/A,N/A,N/A,85,N/A,#VALUE!,"Enter the Gungeon is a bullet hell roguelike video game developed by Dodge Roll and published by Devolver Digital. The game was released worldwide for Microsoft Windows, OS X, Linux, and PlayStation 4 on April 5, 2016, on Xbox One on April 5, 2017, on Nintendo Switch on December 14, 2017, and on Stadia on December 22, 2020."
Fitness Boxing,NS,Nintendo,2019,1,4,1000000,N/A,N/A,N/A,N/A,1,0,0,0,"Miscellaneous, Exercise, Fitness",70,66,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"Fitness Boxing is an exergaming video game developed by former Rocket Company  members who are currently in Imagineer and published by Nintendo exclusively for the Nintendo Switch. The game was released on December 20, 2018 in Japan, December 21, 2018 in Europe and Australia and January 4, 2019 in North America."
Puyo Puyo Tetris ,NS,Sega,2017,4,25,1000000,N/A,N/A,N/A,N/A,1,1,1,1,"Puzzle, Matching, Stacking",83,81,81,85,95,80,80,70,80,80,N/A,87,35,87.5,"Puyo Puyo Tetris (ぷよぷよテトリス, Puyopuyo Tetorisu) is a puzzle video game developed by Sonic Team and published by Sega. The game is a crossover between the Puyo Puyo series and the Tetris franchise, and features various gameplay modes incorporating both aspects. The game includes characters modeled and named after the seven Tetrominos, which are different puzzle pieces each made of four blocks."
Taiko no Tatsujin: Drum 'n' Fun!,NS,Bandai Namco Games,2018,11,2,1000000,N/A,N/A,N/A,N/A,1,0,0,0,"Action, Rhythm, Music",75,78,84,N/A,80,N/A,N/A,N/A,N/A,70,N/A,N/A,N/A,#VALUE!,"Taiko no Tatsujin: Drum 'n' Fun!, released in Asia as Taiko no Tatsujin: Nintendo Switch Version! is a rhythm game developed and published by Bandai Namco Entertainment. It was first released in Japan and other parts of Asia in July 2018, in North America, Europe and Australia in November 2018. The title's release marks the first release of a Taiko no Tatsujin game to western audiences in over a decade."
Super Bomberman R,NS,Konami Digital Entertainment	,2017,3,3,870000,310000,320000,190000,60000,1,1,1,1,"Puzzle, Action, Arcade",63,62,68,N/A,70,N/A,75,50,70,70,N/A,62,N/A,#VALUE!,"Super Bomberman R (スーパーボンバーマン Ｒ, Sūpā Bonbāman Āru) is an action-maze game developed by Konami and HexaDrive, and is part of the Bomberman series. The game was first released worldwide as a launch title for the Nintendo Switch in March 2017, and later for Microsoft Windows, PlayStation 4, and Xbox One in June 2018."
Just Dance 2019,NS,Ubisoft,2018,10,23,760000,430000,260000,N/A,70000,1,1,1,0,"Action, Rhythm, Dancing",N/A,72,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"Just Dance 2019 is a dance rhythm game developed by Ubisoft. It was unveiled on June 11, 2018, during its E3 press conference as the tenth main installment of the series, and was released on October 23, 2018 on Nintendo Switch, Wii, Wii U, PlayStation 4, Xbox One and Xbox 360 in North America. It was also released on October 25, 2018 in Europe and Australia.[4] It was also the last known game overall to be released for the Xbox 360 worldwide. It is the last game made by Ubisoft for the Wii U."
Just Dance 2018,NS,Ubisoft,2017,10,24,760000,300000,400000,N/A,60000,1,1,1,0,"Action, Rhythm, Dancing",80,71,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"Just Dance 2018 is a dance rhythm game developed by Ubisoft. It was unveiled on June 12, 2017, during its E3 press conference as the ninth main installment of the series, and was released on October 24, 2017 for PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Wii, Wii U, and Nintendo Switch."
FIFA 19,NS,Electronic Arts	,2018,9,28,750000,180000,470000,60000,50000,1,1,1,1,"Sports, Team, Soccer, Sim",59,71,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"FIFA 19 is a football simulation video game developed by EA Vancouver as part of Electronic Arts' FIFA series. It is the 26th installment in the FIFAseries, and was released on 28 September 2018 for PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Nintendo Switch, and Microsoft Windows"
Sonic Forces,NS,Sega,2017,11,7,740000,390000,270000,10000,60000,1,1,1,1,"Action, General, Platformer, 3D",54,57,69,N/A,55,N/A,N/A,65,N/A,50,50,69,35,87.5,"Sonic Forces is a 2017 platform game developed by Sonic Team and published by Sega. Produced in commemoration of the 25th anniversary of the Sonic the Hedgehog franchise, it was released for Microsoft Windows, Nintendo Switch, PlayStation 4, and Xbox One in November 2017. The story sees Sonic the Hedgehog joining a resistance force to stop Doctor Eggman. It features three gameplay modes: ""Classic"", side-scrollinggameplay similar to the original Sega Genesis Sonic games; ""Modern"", 3D gameplay similar to Sonic Unleashed and Sonic Colors; and a mode featuring the ""Avatar"", the player's custom character."
Monster Hunter Generations Ultimate,NS,Capcom,2018,8,28,720000,270000,140000,270000,40000,1,0,0,0,"Role-Playing, Action RPG",77,80,86,N/A,N/A,N/A,N/A,87.5,N/A,80,N/A,80,N/A,#VALUE!,"Monster Hunter Generations is an action role-playing game developed and published by Capcom for the Nintendo 3DS. Announced in May 2015, the game was released in Japan as Monster Hunter X in November 2015 and internationally in July 2016. Like other titles in the Monster Hunter series, players undertake quests that involve hunting large dangerous creatures, either solo or in multiplayer. Major additions in this installment include special attacks, new combat styles, and the ability to play as Felynes who have traditionally only appeared as a companion to the player. Although it retains the core gameplay of previous mainline entries, Monster Hunter Generations is considered a spinoff title according to the developers"
Fitness Boxing 2: Rhythm & Exercise,NS,Nintendo,2020,12,4,700000,N/A,N/A,N/A,N/A,1,0,0,0,"Miscellaneous, Exercise, Fitness",N/A,66,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"If you move your body in rhythm, you can exercise your whole body. Completely refurbished courses and music. In addition to visual enhancements such as the ""Zone"" that changes the background of the exercise screen according to the game score, this game also supports 2 people playing at the same time. In addition, 3 new coaches have been added to this game. A total of 9 coaches will demonstrate the key points of the action, cheer you up and support your exercise life. Because you can inherit the game record of the previous game, it is highly recommended whether you are a new player or a player of the previous game. ""Fitness Boxing 2: Rhythm Movement"" is updated and added ""Demon Mode"" (obtained after the update), suitable for master challenges."
Story of Seasons: Pioneers of Olive Town,NS,Sega,2021,3,23,700000,N/A,N/A,N/A,N/A,1,0,0,0,"Simulation, Virtual Life",65,71,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,N/A,#VALUE!,"The long-awaited brand-new entry in the original farm/life simulation franchise, known in Japan as Bokujo Monogatari, makes its debut on Nintendo Switch™, bringing players more freedom than ever before to shape an untamed wilderness and customize their farm down to the very tile."
Fortnite,NS,Warner Bros. Interactive Entertainment	,2018,11,16,690000,380000,240000,10000,60000,1,1,1,1,"Action, Shooter, Third-Person, Tactical",85,83,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,N/A,#VALUE!,"Fortnite is an online video game developed by Epic Games and released in 2017. It is available in three distinct game mode versions that otherwise share the same general gameplay and game engine: Fortnite: Save the World, a cooperative hybrid-tower defense-shooter-survival gamefor up to four players to fight off zombie-like creatures and defend objects with traps and fortifications they can build; Fortnite Battle Royale, a free-to-play battle royale game in which up to 100 players fight to be the last person standing; and Fortnite Creative, in which players are given complete freedom to create worlds and battle arenas."
Rayman Legends,NS,Ubisoft,2017,9,12,690000,230000,400000,N/A,50000,1,1,1,1,"Action, Platformer",45,84,84,N/A,N/A,90,N/A,N/A,N/A,90,90,95,N/A,#VALUE!,"Rayman Legends is a platform video game developed by Ubisoft Montpellier and published by Ubisoft. It is the fifth main title in the Rayman seriesand the direct sequel to the 2011 game Rayman Origins. The game was released for Microsoft Windows, PlayStation 3, Xbox 360, Wii U, and PlayStation Vita platforms in August and September 2013. PlayStation 4 and Xbox One versions were released in February 2014.[4], with a StadiaXbox Series X and PlayStation 5 version coming later in 2021. A Nintendo Switch port, titled Rayman Legends Definitive Edition was released in North America, Europe and Australia on September 12, 2017."
Diablo III: Eternal Collection,NS,Blizzard Entertainment	,2018,11,2,670000,380000,220000,10000,60000,1,1,1,1,"Role-Playing, Action RPG",90,88,75,N/A,N/A,90,N/A,90,N/A,85,80,95,N/A,#VALUE!,"Diablo III is a hack-and-slash action role-playing game developed and published by Blizzard Entertainment as the third installment in the Diablofranchise. It was released for Microsoft Windows and OS X in May 2012, the PlayStation 3 and Xbox 360 in September 2013, the PlayStation 4 and Xbox One in August 2014, and the Nintendo Switch in November 2018. Set 20 years after the events of Diablo II, players choose to play as one of seven character classes – Barbarian, Crusader, Demon Hunter, Monk, Necromancer, Witch Doctor, or Wizard – and are tasked with defeating the Lord of Terror, Diablo, as in previous games in the series."
LEGO Marvel Super Heroes 2,NS,Warner Bros. Interactive Entertainment,2017,11,14,670000,310000,290000,10000,60000,1,1,1,1,"Action, Platformer",N/A,76,71,80,N/A,N/A,N/A,N/A,N/A,70,N/A,80,N/A,#VALUE!,"Lego Marvel Super Heroes 2 is a Lego-themed action-adventure video game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment for Microsoft Windows, PlayStation 4, Nintendo Switch and Xbox One on 14 November 2017, and by Feral Interactivefor macOS on 2 August 2018. It is the sequel to 2013's Lego Marvel Super Heroes and the third installment of the Lego Marvel franchise."
LEGO City Undercover,NS,Warner Bros. Interactive Entertainment,2017,4,4,650000,230000,330000,30000,50000,1,1,1,1,"Action Adventure, Open-World",80,78,78,76,70,50,80,85,90,80,N/A,80,N/A,#VALUE!,"Lego City Undercover is an action-adventure video game developed by TT Fusion, originally released for the Wii U by Nintendo in 2013. It was later re-released for Nintendo Switch, PlayStation 4, Xbox One and Microsoft Windows via Steam by Warner Bros. Interactive Entertainment in 2017. The storyline, based on the City-themed toyline by Lego, the narrative follows cop Chase McCain as he returns to Lego City and pursues escaped crime boss Rex Fury. Gameplay features McCain both exploring the open world hub of Lego City, and completing self-contained levels featuring puzzles and combat. The original version was single-player only, while the re-release added local two-player multiplayer."
LEGO The Incredibles,NS,Warner Bros. Interactive Entertainment,2018,6,15,630000,350000,210000,10000,60000,1,1,1,1,"Action Adventure, General, Open-World",65,65,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"Lego The Incredibles is a Lego-themed action-adventure video game developed by TT Fusion, based on both The Incredibles and Incredibles 2films. The game was released by Warner Bros. Interactive Entertainment on 15 June 2018 in North America and on 13 July 2018 in Europe"
LEGO Worlds,NS,Warner Bros. Interactive Entertainment,2017,9,5,580000,210000,330000,0,40000,1,1,1,1,"Action Adventure, Sandbox",50,59,70,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,N/A,#VALUE!,"Lego Worlds is a Lego-themed sandbox game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment. The game allows players to build constructions in a 3D procedurally generated world. A beta version of the game was released on 1 June 2015 on Steam Early Access. It was released on 7 March 2017 for Microsoft Windows, PlayStation 4, and Xbox One. A version for Nintendo Switch was released on 5 September 2017 in North America and 8 September 2017 in Europe."
Ultra Street Fighter II: The Final Challengers,NS,Capcom,2017,5,26,570000,220000,220000,90000,40000,1,0,0,0,"Action, Fighting",70,66,67,N/A,70,N/A,65,70,60,N/A,N/A,75,N/A,#VALUE!,"Ultra Street Fighter II: The Final Challengers is a fighting game developed and published by Capcom for the Nintendo Switch video game console, which released worldwide on 26 May 2017. It is an updated version of 1994's Super Street Fighter II Turbo. The game features two graphical styles—classic pixel art and updated high-definition art. New gameplay mechanics and modes were also introduced, with minor changes being made to the game's balance. The game garnered mixed-to-positive reviews from critics, who praised its updated visuals, but criticized the $40 price, the Way of the Hado mode, and control problems."
Starlink: Battle for Atlas,NS,Ubisoft,2018,10,16,570000,350000,170000,N/A,50000,1,1,1,1,"Simulation, Space, Combat",75,74,78,78,70,60,80,80,N/A,70,80,70,N/A,#VALUE!,"Starlink: Battle for Atlas is an action-adventure video game developed by Ubisoft Toronto and published by Ubisoft. It was released for the Nintendo Switch, PlayStation 4, and Xbox One on October 16, 2018 and for Microsoft Windows on April 30, 2019. The game also features optional toys-to-life elements."
